tick,action,target_r,target_c,agent_r,agent_c,reason,chosen_cost,runner_up,margin,entropy,peak_r,peak_c,peak_belief,peak_evidence_ratio,case,agent,policy,seed,committed,findable,attribution,true_r,true_c,shadow_peak_r,shadow_peak_c
9,search,3,9,5,4,"following the evidence: peak (3, 9) at 0.074, traceability 8.81",-31.7066,search,9.2154,0.687,3,9,0.074441,8.8131,5,belief,B_poi_weighted,345867229,1,1,12.2247,7,9,3,9
10,search,2,9,4,4,"following the evidence: peak (2, 9) at 0.084, traceability 8.91",-23.7166,search,14.5576,0.6995,2,9,0.083861,8.9057,5,belief,B_poi_weighted,345867229,1,1,10.1541,8,9,3,9
11,search,2,9,4,5,"following the evidence: peak (2, 9) at 0.086, traceability 9.88",-28.008,hold_position,29.108,0.7073,2,9,0.085505,9.8792,5,belief,B_poi_weighted,345867229,1,1,9.6564,8,10,3,9
12,search,2,9,4,6,"following the evidence: peak (2, 9) at 0.089, traceability 12.06",-25.7215,hold_position,26.8465,0.7169,2,9,0.089171,12.0618,5,belief,B_poi_weighted,345867229,1,1,9.308,8,9,3,9
13,search,2,8,4,7,"following the evidence: peak (2, 8) at 0.095, traceability 18.44",-13.2392,hold_position,14.3892,0.7681,2,8,0.095034,18.4428,5,belief,B_poi_weighted,345867229,1,1,8.4932,8,8,3,9
14,hold_position,,,4,8,"too little to go on to commit: uncertainty 0.62, peak traceability 43.99",1.0,retreat,0.35,0.6235,1,12,0.122036,43.989,5,belief,B_poi_weighted,345867229,0,1,,9,8,3,9
15,flank,4,7,4,8,"following the evidence: peak (2, 8) at 0.099, traceability 1096.95",0.6072,hold_position,0.3928,0.6115,2,8,0.099431,1096.9461,5,belief,B_poi_weighted,345867229,1,0,4.7786,10,8,3,9
16,flank,4,7,4,7,"acting on weakly supported belief: traceability 1412.53, 0% unaccounted for",0.0042,hold_position,1.0208,0.6029,2,8,0.12948,1884.865,5,belief,B_poi_weighted,345867229,1,0,4.8551,10,9,3,9
17,flank,4,7,4,7,"acting on weakly supported belief: traceability 1836.36, 0% unaccounted for",0.0033,hold_position,1.0467,0.5992,2,8,0.127344,2483.8705,5,belief,B_poi_weighted,345867229,1,0,4.9114,10,10,2,9
18,flank,4,7,4,7,"acting on weakly supported belief: traceability 2142.29, 0% unaccounted for",0.0028,hold_position,1.0722,0.6064,2,8,0.115044,3013.1919,5,belief,B_poi_weighted,345867229,1,0,4.9507,10,11,2,9
19,flank,4,7,4,7,"acting on weakly supported belief: traceability 2363.54, 0% unaccounted for",0.0025,hold_position,1.0975,0.615,2,8,0.100454,3534.6096,5,belief,B_poi_weighted,345867229,1,0,4.9763,10,12,2,9
20,flank,4,7,4,7,"acting on weakly supported belief: traceability 2566.07, 0% unaccounted for",0.0023,hold_position,1.1227,0.622,2,8,0.085815,4056.8324,5,belief,B_poi_weighted,345867229,1,0,4.991,10,13,2,9
21,flank,4,7,4,7,"acting on weakly supported belief: traceability 2744.95, 0% unaccounted for",0.0022,hold_position,1.1478,0.6269,9,9,0.078133,45.8566,5,belief,B_poi_weighted,345867229,1,0,4.9968,10,14,2,9
22,flank,4,7,4,7,"acting on weakly supported belief: traceability 2876.18, 0% unaccounted for",0.0021,hold_position,1.1729,0.6299,9,9,0.082529,46.0475,5,belief,B_poi_weighted,345867229,1,0,4.9953,10,15,2,9
23,flank,4,7,4,7,"acting on weakly supported belief: traceability 2931.16, 0% unaccounted for",0.002,hold_position,1.198,0.6314,9,9,0.086131,46.2136,5,belief,B_poi_weighted,345867229,1,0,4.9877,10,16,2,9
24,flank,4,7,4,7,"acting on weakly supported belief: traceability 2874.46, 0% unaccounted for",0.0021,hold_position,1.2229,0.6319,9,9,0.088944,46.268,5,belief,B_poi_weighted,345867229,1,0,4.975,9,16,2,9
25,flank,4,7,4,7,"acting on weakly supported belief: traceability 2681.58, 0% unaccounted for",0.0022,hold_position,1.2478,0.6318,9,9,0.091015,46.1792,5,belief,B_poi_weighted,345867229,1,0,4.9581,8,16,2,9
26,flank,4,7,4,7,"acting on weakly supported belief: traceability 2365.12, 0% unaccounted for",0.0025,search,1.02,0.6313,9,9,0.092416,45.9464,5,belief,B_poi_weighted,345867229,1,0,4.9376,7,16,2,9
27,flank,4,7,4,7,"acting on weakly supported belief: traceability 1978.89, 0% unaccounted for",0.003,search,0.1187,0.6309,9,9,0.093232,45.5847,5,belief,B_poi_weighted,345867229,1,0,4.9141,6,16,2,9
28,search,9,9,4,7,"following the evidence: peak (9, 9) at 0.094, traceability 45.12",-0.7515,flank,0.7553,0.6306,9,9,0.093552,45.1163,5,belief,B_poi_weighted,345867229,1,0,1.354,6,15,2,9
29,search,10,10,4,8,"following the evidence: peak (10, 10) at 0.085, traceability 30.64",-8.4938,hold_position,9.8438,0.6579,10,10,0.085147,30.6418,5,belief,B_poi_weighted,345867229,1,0,0.7892,5,15,2,9
30,search,10,11,5,8,"following the evidence: peak (10, 11) at 0.079, traceability 19.22",-7.122,hold_position,8.497,0.6362,10,11,0.078542,19.2239,5,belief,B_poi_weighted,345867229,1,0,0.5178,4,15,2,9
31,search,1,14,6,8,"following the evidence: peak (1, 14) at 0.098, traceability 14.21",-8.0463,hold_position,9.4463,0.6151,1,14,0.098478,14.2126,5,belief,B_poi_weighted,345867229,1,0,1.1392,4,16,2,9
32,search,1,14,5,8,"following the evidence: peak (1, 14) at 0.099, traceability 14.76",-12.9947,hold_position,14.4197,0.6073,1,14,0.099361,14.7579,5,belief,B_poi_weighted,345867229,1,0,1.2179,4,17,2,9
33,search,1,14,4,8,"following the evidence: peak (1, 14) at 0.101, traceability 15.41",-13.8948,hold_position,15.3448,0.6084,1,14,0.10115,15.4124,5,belief,B_poi_weighted,345867229,1,0,1.2954,4,18,2,9
34,search,1,14,3,8,"following the evidence: peak (1, 14) at 0.107, traceability 18.28",-10.4173,hold_position,11.8923,0.6127,1,14,0.107465,18.2759,5,belief,B_poi_weighted,345867229,1,0,1.3715,4,19,2,9
35,search,9,13,2,8,"following the evidence: peak (9, 13) at 0.083, traceability 9.05",-8.4523,search,4.1285,0.6471,9,13,0.082545,9.0472,5,belief,B_poi_weighted,345867229,1,0,0.2235,4,20,2,9
36,search,9,13,3,8,"following the evidence: peak (9, 13) at 0.082, traceability 9.13",-13.0537,search,7.8828,0.6505,9,13,0.081591,9.1328,5,belief,B_poi_weighted,345867229,1,0,0.2401,4,21,2,9
37,search,9,13,4,8,"following the evidence: peak (9, 13) at 0.082, traceability 9.33",-13.8769,search,7.6493,0.653,9,13,0.081844,9.3291,5,belief,B_poi_weighted,345867229,1,0,0.2568,4,22,2,9
38,search,9,13,5,8,"following the evidence: peak (9, 13) at 0.084, traceability 9.78",-15.3277,search,7.4104,0.6532,9,13,0.084475,9.7755,5,belief,B_poi_weighted,345867229,1,0,0.2737,4,21,2,9
39,search,9,13,6,8,"following the evidence: peak (9, 13) at 0.085, traceability 10.56",-16.9876,search,7.1283,0.6574,9,13,0.084538,10.5559,5,belief,B_poi_weighted,345867229,1,0,0.2908,4,20,2,9
40,search,10,14,7,8,"following the evidence: peak (10, 14) at 0.092, traceability 8.16",-6.9822,search,2.7368,0.6708,10,14,0.09198,8.1634,5,belief,B_poi_weighted,345867229,1,0,0.1281,4,19,2,9
41,search,10,14,8,8,"following the evidence: peak (10, 14) at 0.091, traceability 9.63",-6.3702,search,4.4454,0.6783,10,14,0.090687,9.6259,5,belief,B_poi_weighted,345867229,1,0,0.1385,4,18,2,9
42,search,10,15,9,8,"following the evidence: peak (1, 14) at 0.098, traceability 63.92",0.4185,hold_position,1.2565,0.6814,1,14,0.097804,63.9225,5,belief,B_poi_weighted,345867229,1,0,0.0781,4,17,2,9
43,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.69, peak traceability 70.24",1.7,retreat,0.35,0.6869,1,14,0.105541,70.2385,5,belief,B_poi_weighted,345867229,0,0,,4,16,2,9
44,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.69, peak traceability 71.97",1.725,retreat,0.35,0.6888,1,14,0.105478,71.9676,5,belief,B_poi_weighted,345867229,0,0,,4,15,2,9
45,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.69, peak traceability 72.74",1.75,retreat,0.35,0.6924,1,14,0.10398,72.743,5,belief,B_poi_weighted,345867229,0,0,,5,15,2,9
46,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 73.22",1.775,retreat,0.35,0.6962,1,14,0.102157,73.2192,5,belief,B_poi_weighted,345867229,0,0,,6,15,2,9
47,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 73.55",1.8,retreat,0.35,0.6999,1,14,0.100259,73.552,5,belief,B_poi_weighted,345867229,0,0,,6,16,2,9
48,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 73.80",1.825,retreat,0.35,0.7034,1,14,0.098372,73.8002,5,belief,B_poi_weighted,345867229,0,0,,7,16,2,9
49,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 73.99",1.85,retreat,0.35,0.7068,1,14,0.096533,73.9944,5,belief,B_poi_weighted,345867229,0,0,,8,16,2,9
50,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 74.15",1.875,retreat,0.35,0.71,1,14,0.094761,74.1531,5,belief,B_poi_weighted,345867229,0,0,,8,17,2,9
51,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 74.29",1.9,retreat,0.35,0.7131,1,14,0.093063,74.2882,5,belief,B_poi_weighted,345867229,0,0,,8,18,2,9
52,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 74.41",1.925,retreat,0.35,0.716,1,14,0.091443,74.4076,5,belief,B_poi_weighted,345867229,0,0,,9,18,2,9
53,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 74.52",1.95,retreat,0.35,0.7188,1,14,0.0899,74.5172,5,belief,B_poi_weighted,345867229,0,0,,10,18,2,9
54,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 74.62",1.975,retreat,0.35,0.7214,1,14,0.088433,74.6208,5,belief,B_poi_weighted,345867229,0,0,,10,17,2,9
55,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 74.72",2.0,retreat,0.35,0.724,1,14,0.087039,74.7217,5,belief,B_poi_weighted,345867229,0,0,,10,18,2,9
56,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.73, peak traceability 74.82",2.025,retreat,0.35,0.7264,1,14,0.085714,74.822,5,belief,B_poi_weighted,345867229,0,0,,10,17,2,9
57,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.73, peak traceability 74.92",2.05,retreat,0.35,0.7286,1,14,0.084455,74.9235,5,belief,B_poi_weighted,345867229,0,0,,10,16,2,9
58,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 102.16",1.0,retreat,0.35,0.7175,10,15,0.129769,102.1573,5,belief,B_poi_weighted,345867229,0,1,,10,15,4,8
59,call_reinforcements,10,15,10,8,"following the evidence: peak (10, 15) at 0.334, traceability 266.88",-14.6662,hold_position,15.6662,0.5143,10,15,0.333889,266.8818,5,belief,B_poi_weighted,345867229,1,1,0.4759,10,14,4,8
60,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.40, peak traceability 268.24",1.0,retreat,0.35,0.4026,10,15,0.330828,268.2425,5,belief,B_poi_weighted,345867229,0,1,,9,14,5,9
61,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.58, peak traceability 168.01",1.025,retreat,0.35,0.5805,10,15,0.204438,168.0138,5,belief,B_poi_weighted,345867229,0,0,,8,14,5,9
62,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.45, peak traceability 249.77",1.0,retreat,0.35,0.4511,10,15,0.30006,249.7719,5,belief,B_poi_weighted,345867229,0,1,,8,13,6,9
63,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.46, peak traceability 207.80",1.0,retreat,0.35,0.4587,10,15,0.246612,207.7956,5,belief,B_poi_weighted,345867229,0,1,,8,12,6,9
64,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.48, peak traceability 4897.17",1.0,retreat,0.35,0.4799,10,14,0.21448,4897.1744,5,belief,B_poi_weighted,345867229,0,1,,8,11,6,9
65,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.50, peak traceability 4758.63",1.0,retreat,0.35,0.5,10,14,0.205989,4758.6259,5,belief,B_poi_weighted,345867229,0,1,,8,10,6,9
66,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.52, peak traceability 4533.38",1.0,retreat,0.35,0.5181,10,14,0.194053,4533.3795,5,belief,B_poi_weighted,345867229,0,1,,7,10,6,9
67,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.53, peak traceability 4281.42",1.0,retreat,0.35,0.5341,10,14,0.181306,4281.4231,5,belief,B_poi_weighted,345867229,0,1,,6,10,6,9
68,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.55, peak traceability 4026.61",1.0,retreat,0.35,0.5483,10,14,0.168758,4026.6138,5,belief,B_poi_weighted,345867229,0,1,,5,10,6,9
69,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.55, peak traceability 440734.83",1.0,search,0.1414,0.5484,5,9,0.136763,440734.8262,5,belief,B_poi_weighted,345867229,0,0,,4,10,5,9
70,search,4,7,10,8,"following the evidence: peak (4, 10) at 0.109, traceability 3760.19",-7.7335,search,0.0998,0.5917,4,10,0.109283,3760.1896,5,belief,B_poi_weighted,345867229,1,1,2.5529,4,9,5,9
71,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.55, peak traceability 208890.63",1.0,retreat,0.35,0.5451,4,8,0.146852,208890.6285,5,belief,B_poi_weighted,345867229,0,1,,5,9,5,9
72,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.56, peak traceability 468777.73",1.0,retreat,0.35,0.5552,4,8,0.115843,468777.7276,5,belief,B_poi_weighted,345867229,0,1,,6,9,5,9
73,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.57, peak traceability 118859.90",1.0,retreat,0.35,0.5655,4,9,0.111558,118859.896,5,belief,B_poi_weighted,345867229,0,1,,7,9,5,9
74,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.57, peak traceability 123373.90",1.0,retreat,0.35,0.5744,4,9,0.106482,123373.9045,5,belief,B_poi_weighted,345867229,0,1,,8,9,5,9
75,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.58, peak traceability 120714.69",1.0,retreat,0.35,0.5821,4,9,0.10036,120714.6853,5,belief,B_poi_weighted,345867229,0,1,,9,9,6,9
76,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.59, peak traceability 4147178.98",1.0,retreat,0.35,0.589,5,9,0.095639,4147178.9754,5,belief,B_poi_weighted,345867229,0,1,,10,9,6,9
77,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.60, peak traceability 4207124.28",1.0,retreat,0.35,0.5952,5,9,0.094781,4207124.2838,5,belief,B_poi_weighted,345867229,0,1,,10,10,6,9
78,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.60, peak traceability 4198146.53",1.0,retreat,0.35,0.6007,5,9,0.093334,4198146.5305,5,belief,B_poi_weighted,345867229,0,1,,10,11,6,9
79,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.61, peak traceability 4150235.38",1.0,retreat,0.35,0.6058,5,9,0.091534,4150235.384,5,belief,B_poi_weighted,345867229,0,1,,10,12,6,9
0,search,7,4,11,3,moving to last known position,nan,,nan,nan,7,4,nan,nan,0,last_known_position,A_uniform,7279928,1,1,21.1856,7,4,6,4
1,search,7,4,10,3,moving to last known position,nan,,nan,nan,7,4,nan,nan,0,last_known_position,A_uniform,7279928,1,1,18.6933,8,4,6,4
2,search,8,3,10,2,moving to last known position,nan,,nan,nan,8,3,nan,nan,0,last_known_position,A_uniform,7279928,1,1,19.3498,8,3,6,4
3,search,8,2,9,2,moving to last known position,nan,,nan,nan,8,2,nan,nan,0,last_known_position,A_uniform,7279928,1,1,8.3384,8,2,6,4
0,search,7,6,2,3,moving to last known position,nan,,nan,nan,7,6,nan,nan,1,last_known_position,A_uniform,972299651,1,1,12.913,6,6,7,6
1,search,6,5,3,3,moving to last known position,nan,,nan,nan,6,5,nan,nan,1,last_known_position,A_uniform,972299651,1,1,26.4841,6,5,7,6
2,search,6,4,4,3,moving to last known position,nan,,nan,nan,6,4,nan,nan,1,last_known_position,A_uniform,972299651,1,1,22.8548,6,4,7,5
3,search,5,4,4,4,moving to last known position,nan,,nan,nan,5,4,nan,nan,1,last_known_position,A_uniform,972299651,1,1,17.5735,5,4,7,5
0,search,9,20,12,20,moving to last known position,nan,,nan,nan,9,20,nan,nan,2,last_known_position,A_uniform,1053741944,1,1,17.2109,9,20,9,21
1,search,9,19,11,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,last_known_position,A_uniform,1053741944,1,1,3.6137,9,19,9,21
2,search,9,19,10,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,last_known_position,A_uniform,1053741944,1,1,5.0536,9,18,9,21
3,search,9,19,9,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,last_known_position,A_uniform,1053741944,1,1,12.4048,9,19,9,20
0,search,4,12,2,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,14.0746,5,12,4,12
1,search,4,12,3,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,13.6058,6,12,5,12
2,search,4,12,4,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,12.9979,6,13,5,12
3,search,4,12,4,19,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,12.4159,6,12,5,12
4,search,4,12,4,18,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,11.8829,6,13,5,13
5,search,4,12,4,17,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,last_known_position,A_uniform,835894097,1,1,11.4039,5,13,5,13
6,search,5,14,4,16,moving to last known position,nan,,nan,nan,5,14,nan,nan,3,last_known_position,A_uniform,835894097,1,1,12.584,5,14,5,13
7,search,6,14,4,15,moving to last known position,nan,,nan,nan,6,14,nan,nan,3,last_known_position,A_uniform,835894097,1,1,10.2791,6,14,5,13
8,search,6,15,5,15,moving to last known position,nan,,nan,nan,6,15,nan,nan,3,last_known_position,A_uniform,835894097,1,1,4.7179,6,15,5,13
0,search,9,18,8,12,moving to last known position,nan,,nan,nan,9,18,nan,nan,4,last_known_position,A_uniform,11117006,1,1,10.5767,10,18,9,18
1,search,10,17,9,12,moving to last known position,nan,,nan,nan,10,17,nan,nan,4,last_known_position,A_uniform,11117006,1,1,51.6497,10,17,10,17
2,search,10,16,10,12,moving to last known position,nan,,nan,nan,10,16,nan,nan,4,last_known_position,A_uniform,11117006,1,1,32.8018,10,16,10,17
3,search,10,15,10,13,moving to last known position,nan,,nan,nan,10,15,nan,nan,4,last_known_position,A_uniform,11117006,1,1,22.9617,10,15,10,17
0,search,1,11,11,3,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,11.7903,1,12,1,11
1,search,1,11,10,3,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,11.2896,2,12,1,11
2,search,1,11,10,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,10.753,2,11,1,11
3,search,1,11,9,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,10.25,2,10,1,11
4,search,1,11,8,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,9.7984,3,10,1,11
5,search,1,11,7,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,9.3963,3,9,1,11
6,search,1,11,6,2,moving to last known position,nan,,nan,nan,1,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,9.0377,4,9,1,11
7,search,5,9,6,3,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,7.4559,5,9,3,9
8,search,5,9,6,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,7.4342,6,9,3,9
9,search,5,9,5,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,7.2768,7,9,3,9
10,search,5,9,4,4,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,7.1125,8,9,3,9
11,search,5,9,4,5,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,6.9667,8,10,3,9
12,search,5,9,4,6,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,6.8401,8,9,3,9
13,search,5,9,4,7,moving to last known position,nan,,nan,nan,5,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,6.7286,8,8,3,9
14,search,9,8,4,8,moving to last known position,nan,,nan,nan,9,8,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.8399,9,8,3,9
15,search,10,8,5,8,moving to last known position,nan,,nan,nan,10,8,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.6544,10,8,3,9
16,search,10,9,6,8,moving to last known position,nan,,nan,nan,10,9,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.5663,10,9,3,9
17,search,10,10,7,8,moving to last known position,nan,,nan,nan,10,10,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.3868,10,10,3,9
18,search,10,11,8,8,moving to last known position,nan,,nan,nan,10,11,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.1911,10,11,3,9
19,search,10,12,9,8,moving to last known position,nan,,nan,nan,10,12,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0717,10,12,3,9
20,search,10,13,10,8,moving to last known position,nan,,nan,nan,10,13,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.024,10,13,4,9
21,search,10,14,10,9,moving to last known position,nan,,nan,nan,10,14,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0062,10,14,5,9
22,search,10,15,10,10,moving to last known position,nan,,nan,nan,10,15,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.002,10,15,5,9
23,search,10,16,10,11,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0005,10,16,5,9
24,search,10,16,10,12,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0011,9,16,6,9
25,search,10,16,10,13,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.002,8,16,6,9
26,search,10,16,10,14,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0034,7,16,6,9
27,search,10,16,10,15,moving to last known position,nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0054,6,16,6,9
28,search,10,16,10,16,"looking, 0/12",nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,0,0.0079,6,15,6,9
29,search,10,16,10,16,"looking, 1/12",nan,,nan,nan,10,16,nan,nan,5,last_known_position,A_uniform,345867229,1,0,0.0111,5,15,6,9
30,search,4,15,10,16,moving to last known position,nan,,nan,nan,4,15,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,15,9,10
31,search,4,15,9,16,moving to last known position,nan,,nan,nan,4,15,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,16,9,10
32,search,4,17,8,16,moving to last known position,nan,,nan,nan,4,17,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,17,9,10
33,search,4,18,7,16,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,18,9,11
34,search,4,18,6,16,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,19,9,11
35,search,4,18,6,15,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,20,9,11
36,search,4,18,5,15,moving to last known position,nan,,nan,nan,4,18,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,21,9,11
37,search,4,22,4,15,moving to last known position,nan,,nan,nan,4,22,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,22,9,11
38,search,4,21,4,16,moving to last known position,nan,,nan,nan,4,21,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0,4,21,9,11
39,search,4,20,4,17,moving to last known position,nan,,nan,nan,4,20,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.005,4,20,5,15
40,search,4,20,4,18,moving to last known position,nan,,nan,nan,4,20,nan,nan,5,last_known_position,A_uniform,345867229,1,1,0.0103,4,19,5,14
0,search,7,4,11,3,moving to last known position,nan,,nan,nan,7,4,nan,nan,0,scripted_sweep,A_uniform,7279928,1,1,21.1856,7,4,6,4
1,search,7,4,10,3,moving to last known position,nan,,nan,nan,7,4,nan,nan,0,scripted_sweep,A_uniform,7279928,1,1,18.6933,8,4,6,4
2,search,8,3,10,2,moving to last known position,nan,,nan,nan,8,3,nan,nan,0,scripted_sweep,A_uniform,7279928,1,1,19.3498,8,3,6,4
3,search,8,2,9,2,moving to last known position,nan,,nan,nan,8,2,nan,nan,0,scripted_sweep,A_uniform,7279928,1,1,8.3384,8,2,6,4
0,search,7,6,2,3,moving to last known position,nan,,nan,nan,7,6,nan,nan,1,scripted_sweep,A_uniform,972299651,1,1,12.913,6,6,7,6
1,search,6,5,3,3,moving to last known position,nan,,nan,nan,6,5,nan,nan,1,scripted_sweep,A_uniform,972299651,1,1,26.4841,6,5,7,6
2,search,6,4,4,3,moving to last known position,nan,,nan,nan,6,4,nan,nan,1,scripted_sweep,A_uniform,972299651,1,1,22.8548,6,4,7,5
3,search,5,4,4,4,moving to last known position,nan,,nan,nan,5,4,nan,nan,1,scripted_sweep,A_uniform,972299651,1,1,17.5735,5,4,7,5
0,search,9,20,12,20,moving to last known position,nan,,nan,nan,9,20,nan,nan,2,scripted_sweep,A_uniform,1053741944,1,1,17.2109,9,20,9,21
1,search,9,19,11,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,scripted_sweep,A_uniform,1053741944,1,1,3.6137,9,19,9,21
2,search,9,19,10,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,scripted_sweep,A_uniform,1053741944,1,1,5.0536,9,18,9,21
3,search,9,19,9,20,moving to last known position,nan,,nan,nan,9,19,nan,nan,2,scripted_sweep,A_uniform,1053741944,1,1,12.4048,9,19,9,20
0,search,4,12,2,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,14.0746,5,12,4,12
1,search,4,12,3,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,13.6058,6,12,5,12
2,search,4,12,4,20,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,12.9979,6,13,5,12
3,search,4,12,4,19,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,12.4159,6,12,5,12
4,search,4,12,4,18,moving to last known position,nan,,nan,nan,4,12,nan,nan,3,scripted_sweep,A_uniform,835894097,1,1,11.8829,6,13,5,13
